Company,Sector,Stage,Amount,Location,About,Funding Year
StockEdge,Analytics,Seed,1100000.0,Kolkata,"StockEdge is a unique platform, which is 100% focused on research and analytics",2018
Sequretek,—,,3700000.0,Mumbai,Sequretek is a cyber security start-up.,2018
Avenues Payments India Pvt. Ltd.,—,Corporate Round,1300000.0,Mumbai,Avenues Payments is an IT solutions provider for the remittance\money transfer and forex industries.,2018
Qbera,Finance,,1697828.78,Bengaluru,Qbera is a managed marketplace for unsecured personal loans.,2018
Urban Ladder,E-Commerce,Debt Financing,5600000.0,Bengaluru,Urban Ladder is a Bangalore-based online furniture company.,2018
Planet11 eCommerce Solutions India (Avenue11),—,Corporate Round,3153110.59,Bengaluru,"Planet11 is backed by SK Planet, which is a part of the SK Group – one of the largest conglomerates in South Korea.",2018
DailyNinja,Apps,Series A,,Bengaluru,"Daily Ninja, a mobile app that delivers daily needs on a subscription model",2018
Iba Halal Care,—,Series A,1819102.26,Ahmedabad,Iba Halal Care is a cosmetics brand company.,2018
Knocksense,News,Seed,,Lucknow,Knocksense is a fast growing lifestyle website.,2018
Togedr,—,,,Gurgaon,Togedr is an activity discovery & booking platform.,2018
Parkwheels,Industrial,Seed,145528.18,Haryana,"Parkwheels aims at solving the big, bad & unsexy parking problems of India.",2018
ShareChat,Internet,Series C,99230000.0,Bengaluru,ShareChat is a social networking and regional content platform for the fast growing Internet users in India.,2018
Cyclops Medtech,Health Care,Seed,1000000.0,Bengaluru,Medtech startup working on clinical and wearable diagnostic and rehab products for neuro vestibular disorders using eye tracking technology.,2018
Livspace,E-Commerce,Series C,70000000.0,Bengaluru,"Livspace is the new online shopping destination where you can design, decorate and furnish your dream home.",2018
NewsBytes,Apps,Seed,1000000.0,Gurgaon,NewsBytes provides your everyday news in a contextual timeline to reduce information overload.,2018
Leena AI,Artificial Intelligence,Seed,2000000.0,Gurgaon,Leena is smart AI powered HR companion dedicated towards engaging employees.,2018
Max Healthcare,Health Care,Corporate Round,,Delhi,Max Healthcare is one of the leading chain of hospitals in India.,2018
GoBolt,Logistics,,4850939.36,Delhi,Delhi-based logistics technology.,2018
GoGaga,Dating,Non-equity Assistance,40000.0,Bengaluru,GoGaga is a new age dating app that has removed the mindless swiping on strangers and connects users through their network and find matches.,2018
Mate Labs,Artificial Intelligence,Seed,550000.0,Bengaluru,Mate Labs is a machine learning solutions platform for beginners.,2018
Furlenco,Consumer,Series C,,Bengaluru,Furlenco is a Bangalore-based company that offers a home furniture subscription program.,2018
Ola,Apps,,50000000.0,Kormangala,Ola is a mobile app that brings together cab drivers and customers using technology to make transportation hassle-free in India.,2018
DocPrime,Health Care,Funding Round,50000000.0,Haryana,DocPrime offers a one-stop healthcare solution right at the comfort of patients' homes.,2018
CLP India Pvt. Ltd.,Energy,Private Equity,365000000.0,Mumbai,CLP India Pvt. Ltd. is a foreign investor in the Indian power sector.,2018
Xplorabox,E-Commerce,Seed,,Noida,Xplorabox is as an educational activity box subscription startup aiming to revolutionize the early education industry.,2018
Myra,Apps,,106114.3,Bengaluru,Myra is a unique solution of technology and operations that makes buying medicines fast and efficient.,2018
Vokal,Internet,Series A,1500000.0,Bengaluru,India's Largest Peer-to-Peer Knowledge Sharing Platform in Indian Languages.,2018
Kissht,Credit,Series C,30000000.0,Mumbai,"Kissht is a financial technology platform that enables instant, seamless credit for consumers to make purchases at digital points of sales",2018
Upwards Fintech,Banking,Series A,5000000.0,Mumbai,Upwards Fintech financial company.,2018
Bon(Bonfleet Solutions),Financial Services,Seed,945933.18,Pune,"Bon, a Pune-based FinTech firm was created to bring financial services to the gig-economy workforce.",2018
Mamaearth,E-Commerce,Series A,4000000.0,Gurgaon,Mamaearth is an online retailer specializing in baby and toddler products.,2018
BabyChakra,Child Care,Series B,,Mumbai,BabyChakra is India's largest & most loved platform to discover the right maternity and childcare.,2018
Belstar Investment and Finance Private Limited,Financial Services,,28000000.0,Chennai,Belstar Investment and Finance Private Limited is a provider of scalable microfinance services to entrepreneurs.,2018
Naaptol,E-Commerce,,15000000.0,Mumbai,"Koku Gamer is an online platform that offers gaming related news, editorials, reviews, previews, and other content.",2018
Moonshine Meadery,Food And Beverage,Seed,,Pune,Moonshine Meadery is a first craft meadery.,2018
Verzeo,E-Learning,Series A,5000000.0,Bengaluru,Verzeo is anAI-focussed edtech startup.,2018
Haazri,Food And Beverage,Seed,151591.86,Mumbai,Haazri is a tea and snack quick service restaurant startup,2018
Connect India,Delivery Service,Angel,,Delhi,"To create pervasive network where connections are simpler, more powerful, more affordable, more global and more available to all.",2018
Flyrobe,Fashion,Series B,3201619.98,Mumbai,Flyrobe is an on-demand apparel rental platform that provides premium designer wear.,2018
Scholify,—,Pre-Seed,,Bengaluru,Edutech,2018
Dream11,Fantasy Sports,Series D,100000000.0,Mumbai,"Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket, Football, Kabaddi and NBA.",2018
srJna,Education,Seed,,Jaipur,"SRJNA is a brand of Elation Edtech Pvt. Ltd., which helps schools to integrate hands on, affordable and turnkey STEM.",2018
Nykaa,Beauty,Secondary Market,13703903.7,Mumbai,Nykaa.com is a premier online beauty and wellness destination,2018
Chaayos,Food And Beverage,Series B,9823152.21,Delhi,Chaayos was born in November 2012 out of this premise - a contemporary interpretation of the chai adda.,2018
Heelium,Fitness,Seed,,Pune,Heelium is an athletic footwear and wearable startup with primary focus on sports safety and sustainability.,2018
LT Foods,Food And Beverage,Post-IPO Equity,16978287.77,Delhi,LT Foods believe that nature will continue to nurture us until we as a species continue to breathe and live.,2018
Multibashi,E-Learning,Seed,121273.48,Bengaluru,Free language learning platform.,2018
Cleardekho,Eyewear,,,Ghaziabad,Uttar Pradesh based online eyewear marketplace.,2018
Dailyhunt,Information Technology,Series E,6000000.0,Bengaluru,NewsHunt is a Bangalore based eBooks company.,2018
SlicePay,Fintech,Series A,14900000.0,Bengaluru,SlicePay is an AI based instant credit app for youngsters in India.,2018
Udaan,B2B,Series C,225000000.0,Bengaluru,"Udaan is a B2B trade platform, designed specifically for small and medium businesses in India.",2018
Happyeasygo Group,Tourism,Series A,,Haryana,HappyEasyGo is an online travel domain.,2018
Mombay,Food And Beverage,Seed,7500.0,Mumbai,Mombay is a unique opportunity for housewives to start household food business and avail everyone with their homemade healthy dishes.,2018
Droni Tech,Information Technology,Seed,424457.19,Mumbai,Droni Tech manufacture UAVs and develop software to service a range of industry requirements.,2018
Netmeds,Biotechnology,Series C,35000000.0,Chennai,Welcome to India's most convenient pharmacy!,2018
